"id","source_id","source","type","user_name","created_at","fetched_at","link","image","flagged"
1103,"273864989376427_1043815622381356","facebook","link","MSNBC","2015-10-31 08:00:00-04","2015-10-31 16:41:42.392-04","https://www.facebook.com/273864989376427_1043815622381356","https://external.xx.fbcdn.net/safe_image.php?d=AQAPL5Otw-2l-oh4&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Fgettyimages-493756096.jpg&cfs=1&sx=700&sy=0&sw=1400&sh=1400",
1083,"5550296508_10154184654726509","facebook","link","CNN","2015-10-31 13:58:01-04","2015-10-31 16:41:40.257-04","https://www.facebook.com/5550296508_10154184654726509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQADl4mhkfep30Ok&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151026202951-deputy-ben-fields-1026-large-169.jpg&cfs=1&sx=77&sy=0&sw=259&sh=259",TRUE
218,"658694448478560300","twitter","tweet","adiaz106","2015-10-26 13:19:29-04","2015-10-26 13:19:29.119-04","//twitter.com/adiaz106/statuses/658694448478560256",,TRUE
244,"658680219591643100","twitter","retweet","Unknonante","2015-10-26 12:22:56-04","2015-10-26 13:19:33.114-04","//twitter.com/Unknonante/statuses/658680219591643136",,TRUE
250,"658694468661616600","twitter","tweet","iVoteForBest","2015-10-26 13:19:33-04","2015-10-26 13:19:33.962-04","//twitter.com/iVoteForBest/statuses/658694468661616640",,
397,"658694598622126100","twitter","tweet","gurenovich","2015-10-26 13:20:04-04","2015-10-26 13:20:04.936-04","//twitter.com/gurenovich/statuses/658694598622126080",,
1396,"5550296508_10154204265656509","facebook","video","CNN","2015-11-09 11:14:22-05","2015-11-09 17:14:40.26-05","https://www.facebook.com/5550296508_10154204265656509","https://scontent.xx.fbcdn.net/hvthumb-xpt1/v/t15.0-10/s130x130/12106542_1490328414602920_628468063_n.jpg?oh=08d3db7686c90df9887bca75a1957511&oe=56F51755",
224,"658694452395937800","twitter","tweet","RNoelizaire","2015-10-26 13:19:30-04","2015-10-26 13:19:30.141-04","//twitter.com/RNoelizaire/statuses/658694452395937792",,
1088,"5550296508_10154184473631509","facebook","link","CNN","2015-10-31 12:08:02-04","2015-10-31 16:41:40.26-04","https://www.facebook.com/5550296508_10154184473631509","https://external.xx.fbcdn.net/safe_image.php?d=AQCUJDourRQL6qaE&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJVQLaMQQXxcZ7bYIBuj_FTYQIhu7LE7wb7kdr1-TFL2GsOFdbxRM-wOJ44PUyvA_-MIfhyllWZHo4kU8IpZKQWoXVtXUFFWD9xWJM3hwgVXzlNaHPIfBJmv0-yVUfny2M5KK0aHJeT4_XsjALW9QEi&cfs=1",
1397,"5550296508_10154204202061509","facebook","link","CNN","2015-11-09 10:48:03-05","2015-11-09 17:14:40.261-05","https://www.facebook.com/5550296508_10154204202061509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCwf8Lq65q1y140&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151109073416-vivica-fox-50-cent-split-large-169.jpg&cfs=1&sx=88&sy=0&sw=259&sh=259",
1407,"5550296508_10154203352641509","facebook","link","CNN","2015-11-09 01:00:00-05","2015-11-09 17:14:40.279-05","https://www.facebook.com/5550296508_10154203352641509","https://external.xx.fbcdn.net/safe_image.php?d=AQC8a0igFK8M-y1c&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151108113227-google-doodles-1108-large-169.jpg&cfs=1",
1414,"273864989376427_1049067905189461","facebook","link","MSNBC","2015-11-09 14:28:05-05","2015-11-09 17:14:43.972-05","https://www.facebook.com/273864989376427_1049067905189461","https://external.xx.fbcdn.net/safe_image.php?d=AQCRbCOqO15bsuzi&w=130&h=130&url=https%3A%2F%2Fscontent-lga3-1.xx.fbcdn.net%2Fhphotos-xat1%2Fv%2Ft1.0-9%2F12108020_1049067271856191_7245208344513034659_n.png%3Foh%3D6ab59bb5d2eec88a6bdbef8a82b76745%26oe%3D56BE5E21&cfs=1",
1425,"273864989376427_1048734555222796","facebook","video","MSNBC","2015-11-08 22:15:19-05","2015-11-09 17:14:43.988-05","https://www.facebook.com/273864989376427_1048734555222796","https://external.xx.fbcdn.net/safe_image.php?d=AQCvY38yEPHtKcmD&w=130&h=130&url=http%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2FMSNBC%2FComponents%2FVideo%2F__NEW%2F2015-11-08T14-46-28-633Z--1280x720.video_1067x600.jpg&cfs=1",
226,"658694453021003800","twitter","tweet","NBTWT","2015-10-26 13:19:30-04","2015-10-26 13:19:30.184-04","//twitter.com/NBTWT/statuses/658694453021003776",,
227,"658694453151047700","twitter","tweet","DammitKaleigh","2015-10-26 13:19:30-04","2015-10-26 13:19:30.26-04","//twitter.com/DammitKaleigh/statuses/658694453151047681",,TRUE
1412,"273864989376427_1049099551852963","facebook","link","MSNBC","2015-11-09 15:30:36-05","2015-11-09 17:14:43.97-05","https://www.facebook.com/273864989376427_1049099551852963","https://external.xx.fbcdn.net/safe_image.php?d=AQCq1r7LrSBBSl4J&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Fstyles%2Fembedded_image%2Fpublic%2F11.9.15.jpg%3Fitok%3D5mu9YQSl&cfs=1",
1422,"273864989376427_1048891485207103","facebook","video","MSNBC","2015-11-09 09:30:01-05","2015-11-09 17:14:43.983-05","https://www.facebook.com/273864989376427_1048891485207103","https://external.xx.fbcdn.net/safe_image.php?d=AQCEKM_YY_OtGb5y&w=130&h=130&url=https%3A%2F%2Fscontent-lga3-1.xx.fbcdn.net%2Fhphotos-xfp1%2Ft31.0-8%2F11056627_1048886748540910_648421866755799855_o.jpg&cfs=1&sx=216&sy=0&sw=600&sh=600",
1432,"273864989376427_1048622958567289","facebook","link","MSNBC","2015-11-08 17:00:21-05","2015-11-09 17:14:44.008-05","https://www.facebook.com/273864989376427_1048622958567289","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBULih3QdKudaNk&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Fgettyimages-483354666.jpg&cfs=1&sx=349&sy=0&sw=1400&sh=1400",
1100,"273864989376427_1043816719047913","facebook","link","MSNBC","2015-10-31 10:30:00-04","2015-10-31 16:41:42.39-04","https://www.facebook.com/273864989376427_1043816719047913","https://external.xx.fbcdn.net/safe_image.php?d=AQBF8RZu7J_3Ea_N&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Fgettyimages-489880482.jpg&cfs=1&sx=700&sy=0&sw=1400&sh=1400",
1092,"273864989376427_1044165392346379","facebook","link","MSNBC","2015-10-31 15:10:12-04","2015-10-31 16:41:42.377-04","https://www.facebook.com/273864989376427_1044165392346379","https://external.xx.fbcdn.net/safe_image.php?d=AQAiL6CJVXmtl_5Q&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Fstyles%2Fratio--3-2--512x342%2Fpublic%2Fnyc86541.jpg%3Fitok%3DXMq3YQU-&cfs=1",
1398,"5550296508_10154204129776509","facebook","link","CNN","2015-11-09 10:15:34-05","2015-11-09 17:14:40.264-05","https://www.facebook.com/5550296508_10154204129776509","https://external.xx.fbcdn.net/safe_image.php?d=AQByymrCm1HANynD&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F150803162214-olympics-doping-tease-1-large-169.jpg&cfs=1",
1408,"5550296508_10154203313801509","facebook","link","CNN","2015-11-08 23:37:44-05","2015-11-09 17:14:40.28-05","https://www.facebook.com/5550296508_10154203313801509","https://external.xx.fbcdn.net/safe_image.php?d=AQBiQZWncUDTzk43&w=130&h=130&url=https%3A%2F%2Fscontent-atl3-1.xx.fbcdn.net%2Fhphotos-xap1%2Fv%2Ft1.0-9%2F12191794_10154203313411509_4178670259039519493_n.jpg%3Foh%3D00818bb97e22e59897d465402470a14c%26oe%3D56B7AE0F&cfs=1",
228,"658694453016830000","twitter","tweet","jenejel","2015-10-26 13:19:30-04","2015-10-26 13:19:30.305-04","//twitter.com/jenejel/statuses/658694453016829952",,
229,"658694452760985600","twitter","tweet","technology11244","2015-10-26 13:19:30-04","2015-10-26 13:19:30.359-04","//twitter.com/technology11244/statuses/658694452760985600","http://pbs.twimg.com/media/CSQnHWLXAAEmMUh.jpg",
230,"658685297836732400","twitter","retweet","dn_nation_world","2015-10-26 12:43:07-04","2015-10-26 13:19:30.401-04","//twitter.com/dn_nation_world/statuses/658685297836732417","http://pbs.twimg.com/media/CSQdMoDWwAcorUC.jpg",
231,"658694454031859700","twitter","tweet","HonduNoticias","2015-10-26 13:19:30-04","2015-10-26 13:19:30.454-04","//twitter.com/HonduNoticias/statuses/658694454031859713",,
1399,"5550296508_10154204086221509","facebook","link","CNN","2015-11-09 09:46:30-05","2015-11-09 17:14:40.265-05","https://www.facebook.com/5550296508_10154204086221509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBE85x6Sk7eZYgV&w=130&h=130&url=http%3A%2F%2Fprod.cdata.app.sprinklr.com%2FDAM%2F682%2F151106103347-05-top-5-parasite-c1067dc6-ba7f-44ba-8e96-dfca87aa9944-929478378_p.jpg&cfs=1",
1413,"273864989376427_1049084941854424","facebook","link","MSNBC","2015-11-09 15:00:54-05","2015-11-09 17:14:43.971-05","https://www.facebook.com/273864989376427_1049084941854424","https://external.xx.fbcdn.net/safe_image.php?d=AQBXZdPk7qY-qN4T&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2F496015042_0.jpg&cfs=1&sx=376&sy=0&sw=1400&sh=1400",
176,"658693998375256000","twitter","retweet","Brand_Allen","2015-10-26 13:17:41-04","2015-10-26 13:19:20.158-04","//twitter.com/Brand_Allen/statuses/658693998375256064",,
233,"658694456011571200","twitter","tweet","sarfrazandrew","2015-10-26 13:19:30-04","2015-10-26 13:19:30.922-04","//twitter.com/sarfrazandrew/statuses/658694456011571200",,
234,"658694457093660700","twitter","tweet","JasonWatchpro","2015-10-26 13:19:31-04","2015-10-26 13:19:31.19-04","//twitter.com/JasonWatchpro/statuses/658694457093660672",,TRUE
235,"658675256630972400","twitter","retweet","garyinlv01","2015-10-26 12:03:13-04","2015-10-26 13:19:31.266-04","//twitter.com/garyinlv01/statuses/658675256630972416","http://pbs.twimg.com/media/CSQVp71U8AUSGSa.png",
1111,"273864989376427_1043737455722506","facebook","video","MSNBC","2015-10-30 20:00:03-04","2015-10-31 16:41:42.399-04","https://www.facebook.com/273864989376427_1043737455722506","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCXpskEx9MjbxQF&w=130&h=130&url=http%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2FMSNBC%2FComponents%2FVideo%2F__NEW%2F2015-10-30T21-39-43-033Z--1280x720.video_1067x600.jpg&cfs=1&sx=405&sy=0&sw=600&sh=600",
236,"658694459668824000","twitter","tweet","reinasgonzalez","2015-10-26 13:19:31-04","2015-10-26 13:19:31.833-04","//twitter.com/reinasgonzalez/statuses/658694459668824064",,
237,"658693597596926000","twitter","retweet","GenerationMarco","2015-10-26 13:16:06-04","2015-10-26 13:19:31.922-04","//twitter.com/GenerationMarco/statuses/658693597596925952",,
238,"658694460025339900","twitter","tweet","TexasJew","2015-10-26 13:19:31-04","2015-10-26 13:19:31.976-04","//twitter.com/TexasJew/statuses/658694460025339904",,
239,"658694460700684300","twitter","tweet","TPartyScott","2015-10-26 13:19:32-04","2015-10-26 13:19:32.084-04","//twitter.com/TPartyScott/statuses/658694460700684288",,
537,"658694742247649300","twitter","tweet","noel_dwistep","2015-10-26 13:20:39-04","2015-10-26 13:20:39.162-04","//twitter.com/noel_dwistep/statuses/658694742247649280",,
240,"658694461191540700","twitter","tweet","JohnAlanS","2015-10-26 13:19:32-04","2015-10-26 13:19:32.203-04","//twitter.com/JohnAlanS/statuses/658694461191540736",,
895,"5550296508_10154179572606509","facebook","link","CNN","2015-10-29 07:15:28-04","2015-10-29 07:16:04.616-04","https://www.facebook.com/5550296508_10154179572606509","https://external.xx.fbcdn.net/safe_image.php?d=AQCO5lTLbgDVL78h&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F150325082152-social-gfx-cnn-logo-large-169.jpg&cfs=1",
1146,"273864989376427_1044579062305012","facebook","link","MSNBC","2015-11-01 12:30:20-05","2015-11-01 12:31:44.13-05","https://www.facebook.com/273864989376427_1044579062305012","https://external.xx.fbcdn.net/safe_image.php?d=AQDUrtHmFWHWWkLS&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Farticles%2Frtx1l9uw.jpg&cfs=1&sx=286&sy=0&sw=1400&sh=1400",
1402,"5550296508_10154203857896509","facebook","link","CNN","2015-11-09 07:30:02-05","2015-11-09 17:14:40.271-05","https://www.facebook.com/5550296508_10154203857896509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQB933zu2uDrpduT&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151102162551-vincent-laforet-air-new-york-large-169.jpg&cfs=1",
1113,"273864989376427_1043723975723854","facebook","video","MSNBC","2015-10-30 19:00:01-04","2015-10-31 16:41:42.4-04","https://www.facebook.com/273864989376427_1043723975723854","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDkrOky1YlZPrgG&w=130&h=130&url=http%3A%2F%2Fmedia2.s-nbcnews.com%2Fj%2FMSNBC%2FComponents%2FVideo%2F__NEW%2Fa_mtp_ryanbite_151030.video_1067x600.jpg&cfs=1&sx=149&sy=0&sw=600&sh=600",
1116,"273864989376427_1044223459007239","facebook","link","MSNBC","2015-10-31 17:45:12-04","2015-10-31 17:45:43.553-04","https://www.facebook.com/273864989376427_1044223459007239","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAK6Ei3X9KTXNwy&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Farticles%2Fap638842379535.jpg&cfs=1&sx=259&sy=0&sw=1400&sh=1400",
1411,"273864989376427_1049120101850908","facebook","link","MSNBC","2015-11-09 16:00:51-05","2015-11-09 17:14:43.969-05","https://www.facebook.com/273864989376427_1049120101850908","https://external.xx.fbcdn.net/safe_image.php?d=AQCHVhGK8AAix4CX&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Farticles%2Fgettyimages-494751022_copy.jpg&cfs=1&sx=701&sy=0&sw=1400&sh=1400",
1421,"273864989376427_1048927695203482","facebook","video","MSNBC","2015-11-09 10:01:00-05","2015-11-09 17:14:43.981-05","https://www.facebook.com/273864989376427_1048927695203482","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAWZeO3MrMNUh36&w=130&h=130&url=https%3A%2F%2Fscontent-lga3-1.xx.fbcdn.net%2Fhphotos-xlf1%2Ft31.0-8%2F12187965_1048924948537090_4188528343584803579_o.jpg&cfs=1&sx=0&sy=0&sw=600&sh=600",
1431,"273864989376427_1048640618565523","facebook","video","MSNBC","2015-11-08 17:45:23-05","2015-11-09 17:14:44.007-05","https://www.facebook.com/273864989376427_1048640618565523","https://external.xx.fbcdn.net/safe_image.php?d=AQAUQjZvfgLZEptl&w=130&h=130&url=http%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2FMSNBC%2FComponents%2FVideo%2F__NEW%2F2015-11-07T01-27-06-9Z--1280x720.video_1067x600.jpg&cfs=1&sx=37&sy=0&sw=600&sh=600&l",
241,"658694464085561300","twitter","tweet","jenejel","2015-10-26 13:19:32-04","2015-10-26 13:19:32.912-04","//twitter.com/jenejel/statuses/658694464085561344",,
242,"658694464387416000","twitter","tweet","rightandbrown","2015-10-26 13:19:32-04","2015-10-26 13:19:33.024-04","//twitter.com/rightandbrown/statuses/658694464387416064",,
243,"658691467976798200","twitter","retweet","AhmadAltamimii","2015-10-26 13:07:38-04","2015-10-26 13:19:33.072-04","//twitter.com/AhmadAltamimii/statuses/658691467976798208",,TRUE
245,"658687462588354600","twitter","retweet","suemitsu","2015-10-26 12:51:43-04","2015-10-26 13:19:33.151-04","//twitter.com/suemitsu/statuses/658687462588354560",,
246,"658694467054993400","twitter","tweet","ximivagycul","2015-10-26 13:19:33-04","2015-10-26 13:19:33.567-04","//twitter.com/ximivagycul/statuses/658694467054993408",,
854,"5550296508_10154178218306509","facebook","link","CNN","2015-10-28 15:20:29-04","2015-10-28 18:36:02.17-04","https://www.facebook.com/5550296508_10154178218306509","https://external.xx.fbcdn.net/safe_image.php?d=AQAXf0NBbLMwBbTd&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIGoIMrGONaLeILMLctK22X2-gUYbhT-2G-ab7CiRW1HOmvdlhaRV8m_t6fzrlm847b3kb0Hju9IwQYY4rwMiZZ1B7x0sX0wAFoNExvStN0FgBRbVu8PU669Li4Jnyo8OWiGXPUTPus7v76iDe4kHWf&cfs=1&sx=164&sy=0&sw=360&sh=360",
248,"658694467570921500","twitter","tweet","bashrtahr1990","2015-10-26 13:19:33-04","2015-10-26 13:19:33.793-04","//twitter.com/bashrtahr1990/statuses/658694467570921472",,
1403,"5550296508_10154203819931509","facebook","link","CNN","2015-11-09 07:00:03-05","2015-11-09 17:14:40.272-05","https://www.facebook.com/5550296508_10154203819931509","https://external.xx.fbcdn.net/safe_image.php?d=AQDKPTta6IZ4HbIs&w=130&h=130&url=http%3A%2F%2Fprod.cdata.app.sprinklr.com%2FDAM%2F682%2Fhttp___i2.cdn.turner.com_cnnne-fc488c1d-574e-4619-8fea-637651a19276-1737346816_p.jpg&cfs=1",
1139,"5550296508_10154186499001509","facebook","photo","CNN","2015-11-01 10:28:08-05","2015-11-01 10:29:42.565-05","https://www.facebook.com/5550296508_10154186499001509","https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-0/s130x130/12122588_10154186499001509_5305653826552614084_n.jpg?oh=722c6cd048d3ed80a6bc54e3acc66824&oe=56B89709",
1140,"273864989376427_1044528228976762","facebook","link","MSNBC","2015-11-01 10:30:12-05","2015-11-01 10:31:47.174-05","https://www.facebook.com/273864989376427_1044528228976762","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBBcW2VjuhO40nE&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Frtr3piju_0_0.jpg&cfs=1&sx=77&sy=0&sw=1273&sh=1273",
249,"658694467470266400","twitter","tweet","FiguroUSA","2015-10-26 13:19:33-04","2015-10-26 13:19:33.829-04","//twitter.com/FiguroUSA/statuses/658694467470266368",,
253,"658692597016346600","twitter","retweet","Gothamist","2015-10-26 13:12:07-04","2015-10-26 13:19:34.432-04","//twitter.com/Gothamist/statuses/658692597016346625","http://pbs.twimg.com/media/CSQlbT_W0AAo69o.jpg",
260,"658615573010493400","twitter","retweet","sweetlaine08","2015-10-26 08:06:03-04","2015-10-26 13:19:35.671-04","//twitter.com/sweetlaine08/statuses/658615573010493440","http://pbs.twimg.com/media/CSPcan4UEAENdHL.jpg",
261,"658685961786683400","twitter","retweet","not_ord","2015-10-26 12:45:45-04","2015-10-26 13:19:35.834-04","//twitter.com/not_ord/statuses/658685961786683393","http://pbs.twimg.com/media/CSQfUq0UwAEmlPU.jpg",
897,"660066217806327800","twitter","tweet","BCLenny","2015-10-30 08:10:24-04","2015-10-30 08:10:27.743-04","//twitter.com/BCLenny/statuses/660066217806327808",,
1404,"5550296508_10154203788076509","facebook","link","CNN","2015-11-09 06:30:02-05","2015-11-09 17:14:40.274-05","https://www.facebook.com/5550296508_10154203788076509","https://external.xx.fbcdn.net/safe_image.php?d=AQAhBhCi4_OAWND6&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151108194820-11-myanmar-elections-2015-super-169.jpg&cfs=1",
251,"658694469391269900","twitter","tweet","srjones66","2015-10-26 13:19:34-04","2015-10-26 13:19:34.176-04","//twitter.com/srjones66/statuses/658694469391269888",,
252,"658694470595051500","twitter","tweet","sethrow991","2015-10-26 13:19:34-04","2015-10-26 13:19:34.419-04","//twitter.com/sethrow991/statuses/658694470595051520",,TRUE
254,"658664628558368800","twitter","retweet","BuzzFeedAndrew","2015-10-26 11:20:59-04","2015-10-26 13:19:34.643-04","//twitter.com/BuzzFeedAndrew/statuses/658664628558368768",,
255,"658694471727587300","twitter","tweet","tgmoney17","2015-10-26 13:19:34-04","2015-10-26 13:19:34.786-04","//twitter.com/tgmoney17/statuses/658694471727587328",,
256,"658694474437173200","twitter","tweet","billylockner","2015-10-26 13:19:35-04","2015-10-26 13:19:35.33-04","//twitter.com/billylockner/statuses/658694474437173248",,
257,"657639919465185300","twitter","retweet","StrengthenTheUS","2015-10-23 15:29:09-04","2015-10-26 13:19:35.495-04","//twitter.com/StrengthenTheUS/statuses/657639919465185280",,
258,"658473456875520000","twitter","retweet","realDonaldTrump","2015-10-25 22:41:20-04","2015-10-26 13:19:35.605-04","//twitter.com/realDonaldTrump/statuses/658473456875520000",,
262,"658694476634808300","twitter","tweet","CallmeUpdates","2015-10-26 13:19:35-04","2015-10-26 13:19:35.882-04","//twitter.com/CallmeUpdates/statuses/658694476634808320",,
263,"658694475942748200","twitter","tweet","SeeMyInside","2015-10-26 13:19:35-04","2015-10-26 13:19:35.889-04","//twitter.com/SeeMyInside/statuses/658694475942748162","http://pbs.twimg.com/media/CSQnIp0UsAA3rOg.png",
264,"655058364246962200","twitter","retweet","conserveangle","2015-10-16 12:30:59-04","2015-10-26 13:19:35.943-04","//twitter.com/conserveangle/statuses/655058364246962176","http://pbs.twimg.com/media/CRc8HG6UwAApJNx.jpg",
898,"660066219849027600","twitter","tweet","DJGranado","2015-10-30 08:10:24-04","2015-10-30 08:10:28.169-04","//twitter.com/DJGranado/statuses/660066219849027584",,
266,"658053912700801000","twitter","retweet","denirethysuiza","2015-10-24 18:54:13-04","2015-10-26 13:19:36.512-04","//twitter.com/denirethysuiza/statuses/658053912700801024",,
267,"658693683236204500","twitter","retweet","CSTearlyoften","2015-10-26 13:16:26-04","2015-10-26 13:19:37.074-04","//twitter.com/CSTearlyoften/statuses/658693683236204544","http://pbs.twimg.com/tweet_video_thumb/CSQmacoWIAE-vVr.png",
851,"5550296508_10154178386416509","facebook","link","CNN","2015-10-28 16:44:32-04","2015-10-28 18:36:02.168-04","https://www.facebook.com/5550296508_10154178386416509","https://external.xx.fbcdn.net/safe_image.php?d=AQBHA08ggz6WaKr1&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLF5Ys2C00TfdBc7Ux2l6x1BCGycfw5Z1JHG9mrz0YR1p3OoTasKvEhzjnUbzlekjs_BVE4ho8xPk9eq0KnlaCL3bEU51LyYudy8tI1V0w8-6IN_YxG0--UwxChJx9Qw7j3cFgH074b3uvZxsCwm3v1&cfs=1",
268,"658694481844174800","twitter","tweet","renanichols16","2015-10-26 13:19:37-04","2015-10-26 13:19:37.098-04","//twitter.com/renanichols16/statuses/658694481844174848",,
269,"658694483148718100","twitter","tweet","4Trump2","2015-10-26 13:19:37-04","2015-10-26 13:19:37.39-04","//twitter.com/4Trump2/statuses/658694483148718080",,
270,"658694483358425100","twitter","tweet","Skycop1","2015-10-26 13:19:37-04","2015-10-26 13:19:37.585-04","//twitter.com/Skycop1/statuses/658694483358425088",,
271,"658692965762732000","twitter","retweet","CheriJacobus","2015-10-26 13:13:35-04","2015-10-26 13:19:37.67-04","//twitter.com/CheriJacobus/statuses/658692965762732032",,
1405,"5550296508_10154203692376509","facebook","link","CNN","2015-11-09 05:59:00-05","2015-11-09 17:14:40.275-05","https://www.facebook.com/5550296508_10154203692376509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCzpUkKpUZzqN7j&w=130&h=130&url=https%3A%2F%2Fscontent-atl3-1.xx.fbcdn.net%2Fhphotos-xfp1%2Fv%2Ft1.0-9%2F12196364_10154203691036509_780055976920350486_n.jpg%3Foh%3D0086844c48723eb08f493b22bd78b323%26oe%3D56BF3E3E&cfs=1",
899,"660039617350078500","twitter","retweet","HotlineJosh","2015-10-30 06:24:42-04","2015-10-30 08:10:28.492-04","//twitter.com/HotlineJosh/statuses/660039617350078464",,
273,"658694484948070400","twitter","tweet","bmangh","2015-10-26 13:19:37-04","2015-10-26 13:19:37.913-04","//twitter.com/bmangh/statuses/658694484948070400",,
274,"658677232928292900","twitter","retweet","SandraR14676287","2015-10-26 12:11:04-04","2015-10-26 13:19:37.97-04","//twitter.com/SandraR14676287/statuses/658677232928292864",,
216,"658686361982148600","twitter","retweet","Marmel","2015-10-26 12:47:21-04","2015-10-26 13:19:28.955-04","//twitter.com/Marmel/statuses/658686361982148608",,
277,"658694491033899000","twitter","tweet","SereDoc","2015-10-26 13:19:39-04","2015-10-26 13:19:39.406-04","//twitter.com/SereDoc/statuses/658694491033899009",,
1406,"5550296508_10154203671041509","facebook","link","CNN","2015-11-09 04:58:45-05","2015-11-09 17:14:40.277-05","https://www.facebook.com/5550296508_10154203671041509","https://external.xx.fbcdn.net/safe_image.php?d=AQBkSjS5ME-7ICj7&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151016164926-palmyra-2-large-169.jpg&cfs=1",
1417,"273864989376427_1049007411862177","facebook","link","MSNBC","2015-11-09 12:33:07-05","2015-11-09 17:14:43.977-05","https://www.facebook.com/273864989376427_1049007411862177","https://external.xx.fbcdn.net/safe_image.php?d=AQDFg-s609Yt15jP&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Farticles%2Fap726198811693.jpg&cfs=1",
275,"658694489259843600","twitter","tweet","dagmarecho","2015-10-26 13:19:38-04","2015-10-26 13:19:38.872-04","//twitter.com/dagmarecho/statuses/658694489259843585",,
276,"658694489322602500","twitter","tweet","ExploreWeb2dot0","2015-10-26 13:19:38-04","2015-10-26 13:19:38.919-04","//twitter.com/ExploreWeb2dot0/statuses/658694489322602496",,
278,"658694491574898700","twitter","tweet","SamuelBColvin","2015-10-26 13:19:39-04","2015-10-26 13:19:39.42-04","//twitter.com/SamuelBColvin/statuses/658694491574898688",,
280,"658694493223256000","twitter","tweet","soopergoose187","2015-10-26 13:19:39-04","2015-10-26 13:19:39.81-04","//twitter.com/soopergoose187/statuses/658694493223256064",,TRUE
318,"658694525611716600","twitter","tweet","holmgren85","2015-10-26 13:19:47-04","2015-10-26 13:19:47.497-04","//twitter.com/holmgren85/statuses/658694525611716608",,
279,"658679020394029000","twitter","retweet","MaryAnastasiaOG","2015-10-26 12:18:10-04","2015-10-26 13:19:39.809-04","//twitter.com/MaryAnastasiaOG/statuses/658679020394029056",,
288,"658693454223032300","twitter","retweet","gregpinelo","2015-10-26 13:15:32-04","2015-10-26 13:19:41.251-04","//twitter.com/gregpinelo/statuses/658693454223032322",,
292,"658694499527295000","twitter","tweet","CSBA_Now","2015-10-26 13:19:41-04","2015-10-26 13:19:41.374-04","//twitter.com/CSBA_Now/statuses/658694499527294976",,TRUE
900,"660062614265815000","twitter","retweet","10thAmendment","2015-10-30 07:56:05-04","2015-10-30 08:10:28.803-04","//twitter.com/10thAmendment/statuses/660062614265815040",,
