"id","source_id","source","type","user_name","created_at","fetched_at","link","image","flagged"
1,"658417306884796400","twitter","tweet","FehnPete","2015-10-25 18:58:13-04","2015-10-25 18:58:13.617-04","//twitter.com/FehnPete/statuses/658417306884796416",,
2,"658361289459241000","twitter","retweet","IngrahamAngle","2015-10-25 15:15:37-04","2015-10-25 18:58:13.86-04","//twitter.com/IngrahamAngle/statuses/658361289459240960",,
4,"658329346193662000","twitter","retweet","jaketapper","2015-10-25 13:08:41-04","2015-10-25 18:58:14.392-04","//twitter.com/jaketapper/statuses/658329346193661955",,
5,"658417310982651900","twitter","tweet","xen_x","2015-10-25 18:58:14-04","2015-10-25 18:58:14.589-04","//twitter.com/xen_x/statuses/658417310982651904",,
6,"654455584847196200","twitter","retweet","HilariousRoasts","2015-10-14 20:35:45-04","2015-10-25 18:58:15.134-04","//twitter.com/HilariousRoasts/statuses/654455584847196160","http://pbs.twimg.com/ext_tw_video_thumb/654455561371688960/pu/img/KtCX8Pz6mkw64NHD.jpg",
7,"658417315034206200","twitter","tweet","RonThornton","2015-10-25 18:58:15-04","2015-10-25 18:58:15.576-04","//twitter.com/RonThornton/statuses/658417315034206208",,
418,"658675275723616300","twitter","retweet","freddoso","2015-10-26 12:03:17-04","2015-10-26 13:20:10.888-04","//twitter.com/freddoso/statuses/658675275723616257",,
447,"658694647745761300","twitter","tweet","PrivacyLaw_","2015-10-26 13:20:16-04","2015-10-26 13:20:16.695-04","//twitter.com/PrivacyLaw_/statuses/658694647745761280",,TRUE
8,"658417315160043500","twitter","tweet","Himtngirl","2015-10-25 18:58:15-04","2015-10-25 18:58:15.713-04","//twitter.com/Himtngirl/statuses/658417315160043520","http://pbs.twimg.com/media/CSMrDyPUEAECIWd.jpg",
97,"1104439632788682501_1428543804","instagram","post","americanstrong_official","2015-10-26 13:11:25-04","2015-10-26 13:19:12.639-04","https://instagram.com/p/9Twf6UO3cF/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12070980_871538086276155_937428036_n.jpg",
9,"658417316858867700","twitter","tweet","Kushting","2015-10-25 18:58:15-04","2015-10-25 18:58:15.983-04","//twitter.com/Kushting/statuses/658417316858867716",,
10,"658417317458542600","twitter","tweet","VOnodera","2015-10-25 18:58:15-04","2015-10-25 18:58:16.147-04","//twitter.com/VOnodera/statuses/658417317458542592",,
11,"658413180650176500","twitter","retweet","PeatWorrier","2015-10-25 18:41:49-04","2015-10-25 18:58:16.236-04","//twitter.com/PeatWorrier/statuses/658413180650176512",,
105,"1104435634574130140_2036666213","instagram","post","usa.conservative788","2015-10-26 13:03:29-04","2015-10-26 13:19:12.645-04","https://instagram.com/p/9TvlusEvvc/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12120337_695964933873293_356963029_n.jpg",TRUE
175,"658683837719949300","twitter","retweet","chaseantle06","2015-10-26 12:37:19-04","2015-10-26 13:19:20.153-04","//twitter.com/chaseantle06/statuses/658683837719949312",,
12,"658402771188604900","twitter","retweet","neverknownfacts","2015-10-25 18:00:27-04","2015-10-25 18:58:16.598-04","//twitter.com/neverknownfacts/statuses/658402771188604928",,
13,"658366897038229500","twitter","retweet","Aisleyne1","2015-10-25 15:37:54-04","2015-10-25 18:58:16.624-04","//twitter.com/Aisleyne1/statuses/658366897038229504",,
14,"658417319782256600","twitter","tweet","urielamiel","2015-10-25 18:58:16-04","2015-10-25 18:58:16.654-04","//twitter.com/urielamiel/statuses/658417319782256640",,
15,"658416219821899800","twitter","retweet","magic_murphtone","2015-10-25 18:53:54-04","2015-10-25 18:58:16.686-04","//twitter.com/magic_murphtone/statuses/658416219821899776",,
1047,"5550296508_10154183093641509","facebook","link","CNN","2015-10-30 20:32:10-04","2015-10-31 11:52:04.875-04","https://www.facebook.com/5550296508_10154183093641509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDik1ix4JF5QyAM&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLuoRscq8Z3X_6KwZZIZsvpLx05EpmHNgJ-jqo5hBJ0tpuqtjomF3uj14nn6s4TRC8ONuFGp85Ym3Te7ZsnbKiiU6zWIt4TjLKpwseLe4MRX_PtXbZZg008AOqEPltu-ULfEC3LCj3WOCjxf9jXxJHO&cfs=1&sx=93&sy=0&sw=259&sh=259",
16,"658396095576342500","twitter","retweet","Diana24724","2015-10-25 17:33:56-04","2015-10-25 18:58:17.166-04","//twitter.com/Diana24724/statuses/658396095576342528",,
17,"602343437837283300","twitter","retweet","goddessleigh","2015-05-24 01:20:41-04","2015-10-25 18:58:17.208-04","//twitter.com/goddessleigh/statuses/602343437837283328",,
18,"658417322219216900","twitter","tweet","kencampbell66","2015-10-25 18:58:17-04","2015-10-25 18:58:17.331-04","//twitter.com/kencampbell66/statuses/658417322219216897","http://pbs.twimg.com/media/CSMrEMxW0AAWKPm.jpg",
19,"658417322961588200","twitter","tweet","JordanMichael00","2015-10-25 18:58:17-04","2015-10-25 18:58:17.423-04","//twitter.com/JordanMichael00/statuses/658417322961588225",,
20,"658314405826986000","twitter","retweet","_metafizik","2015-10-25 12:09:19-04","2015-10-25 18:58:17.708-04","//twitter.com/_metafizik/statuses/658314405826985984",,TRUE
21,"658417326505742300","twitter","tweet","CharlemagSteak","2015-10-25 18:58:18-04","2015-10-25 18:58:18.224-04","//twitter.com/CharlemagSteak/statuses/658417326505742336",,
181,"658694412688584700","twitter","tweet","OyedepoSamuel","2015-10-26 13:19:20-04","2015-10-26 13:19:20.634-04","//twitter.com/OyedepoSamuel/statuses/658694412688584704",,
182,"658694413384831000","twitter","tweet","lindam0904","2015-10-26 13:19:20-04","2015-10-26 13:19:20.769-04","//twitter.com/lindam0904/statuses/658694413384830976",,
22,"658302917984677900","twitter","retweet","weknowwhatsbest","2015-10-25 11:23:40-04","2015-10-25 18:58:18.535-04","//twitter.com/weknowwhatsbest/statuses/658302917984677889",,TRUE
23,"658417326920855600","twitter","tweet","winbet303","2015-10-25 18:58:18-04","2015-10-25 18:58:18.663-04","//twitter.com/winbet303/statuses/658417326920855553","http://pbs.twimg.com/media/CSMrEZ_U8AEC4KD.jpg",
1073,"10153375790658218_10153390198138218","facebook","comment","Jasmine Ritter","2015-10-30 10:37:12-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390198138218",,
25,"658415900140310500","twitter","retweet","tayy_sims","2015-10-25 18:52:38-04","2015-10-25 18:58:18.792-04","//twitter.com/tayy_sims/statuses/658415900140310528",,
425,"658694628439400400","twitter","tweet","TimLws","2015-10-26 13:20:12-04","2015-10-26 13:20:12.081-04","//twitter.com/TimLws/statuses/658694628439400448",,
339,"658694543349420000","twitter","tweet","petefrt","2015-10-26 13:19:51-04","2015-10-26 13:19:51.886-04","//twitter.com/petefrt/statuses/658694543349420032","http://pbs.twimg.com/media/BlbG5N3CYAIm8Yx.jpg",
868,"5550296508_10154177437496509","facebook","link","CNN","2015-10-28 08:15:02-04","2015-10-28 18:36:02.184-04","https://www.facebook.com/5550296508_10154177437496509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCTl6yqk3N9RdOz&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQIeN6AozRx8Y7FnjwMCIid9CSZwqe4YCRqo7ydiwB9nFgHt8rGGldt7RZqW4f8rLSPEGPSrklBofWQMUfx6kiV2QSQZ3u0x7TJTO4rk0aYENDqWxoFpgyG8gE5TVUDRuLZADsOHcFRTd2q0qjpow5Ts&cfs=1",
26,"658417328850358300","twitter","tweet","ma_riandote","2015-10-25 18:58:18-04","2015-10-25 18:58:18.834-04","//twitter.com/ma_riandote/statuses/658417328850358272",,
27,"658018886734991400","twitter","retweet","MzStephyNichole","2015-10-24 16:35:02-04","2015-10-25 18:58:18.92-04","//twitter.com/MzStephyNichole/statuses/658018886734991361",,
28,"658413918830874600","twitter","retweet","GaryGaryt52","2015-10-25 18:44:45-04","2015-10-25 18:58:18.927-04","//twitter.com/GaryGaryt52/statuses/658413918830874624",,
29,"658408955958313000","twitter","retweet","TheAVClub","2015-10-25 18:25:02-04","2015-10-25 18:58:19.846-04","//twitter.com/TheAVClub/statuses/658408955958312960","http://pbs.twimg.com/tweet_video_thumb/CSGAK8lWEAE3dNg.png",
30,"658417334453977100","twitter","tweet","ImmortalHDTrash","2015-10-25 18:58:19-04","2015-10-25 18:58:20.131-04","//twitter.com/ImmortalHDTrash/statuses/658417334453977088",,
34,"658417337092210700","twitter","tweet","inigo_says","2015-10-25 18:58:20-04","2015-10-25 18:58:20.756-04","//twitter.com/inigo_says/statuses/658417337092210688",,
31,"531474416577044500","twitter","retweet","BlissTabitha","2014-11-09 10:52:29-05","2015-10-25 18:58:20.292-04","//twitter.com/BlissTabitha/statuses/531474416577044480",,
32,"658365797929234400","twitter","retweet","Aisleyne1","2015-10-25 15:33:32-04","2015-10-25 18:58:20.455-04","//twitter.com/Aisleyne1/statuses/658365797929234432",,
33,"657720582738440200","twitter","retweet","CalebMichael19","2015-10-23 20:49:41-04","2015-10-25 18:58:20.654-04","//twitter.com/CalebMichael19/statuses/657720582738440192",,
57,"1104308431283095252_1424856600","instagram","post","_itoha","2015-10-26 08:50:45-04","2015-10-26 09:06:03.942-04","https://instagram.com/p/9TSqrZGQbU/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12144322_734375296697118_1077681277_n.jpg",
1163,"273864989376427_1044667292296189","facebook","link","MSNBC","2015-11-01 16:05:09-05","2015-11-01 17:21:33.639-05","https://www.facebook.com/273864989376427_1044667292296189","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCm8oXWjn0WQVk9&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Farticles%2Fgettyimages-494823160.jpg&cfs=1&sx=491&sy=0&sw=1400&sh=1400",
1340,"5550296508_10154195031226509","facebook","link","CNN","2015-11-05 09:00:03-05","2015-11-05 12:06:04.506-05","https://www.facebook.com/5550296508_10154195031226509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAFhYz00hSA4PYn&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLzKUBNt1quYRFquEzr_z5_wVMBgYengxby4IOtQgRqk6hlTN0_Ui0bqmLjtr35ajuiF5rrBKKjoqWiq5ZRffD3ZBEmyVdGA5d-gMsUVuC9Ey-s-ZYU0bZ6KdKWkGl-IU8Q91T3ClTlQ0rXLUsrH3JB&cfs=1",
1160,"5550296508_10154187068391509","facebook","link","CNN","2015-11-01 16:00:01-05","2015-11-01 17:21:30.899-05","https://www.facebook.com/5550296508_10154187068391509","https://external.xx.fbcdn.net/safe_image.php?d=AQCecE0jOxxT5wXQ&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151101103915-dana-carvey-trump-impersonation-tonight-show-00001627-large-169.jpg&cfs=1&sx=100&sy=0&sw=259&sh=259",
1054,"10153375790658218_10153390280168218","facebook","comment","Jackie Stanton","2015-10-30 11:28:33-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390280168218",,
35,"640594296085680100","twitter","retweet","SassySenSanders","2015-09-06 14:35:56-04","2015-10-25 18:58:21.023-04","//twitter.com/SassySenSanders/statuses/640594296085680128",,
36,"658406762463170600","twitter","retweet","inthehsfandom","2015-10-25 18:16:19-04","2015-10-25 18:58:21.321-04","//twitter.com/inthehsfandom/statuses/658406762463170560","http://pbs.twimg.com/media/CSMfXtxXIAAxAjp.jpg",
37,"658405137770283000","twitter","retweet","washingtonpost","2015-10-25 18:09:52-04","2015-10-25 18:58:21.719-04","//twitter.com/washingtonpost/statuses/658405137770283009",,
38,"658417341403955200","twitter","tweet","spillungone","2015-10-25 18:58:21-04","2015-10-25 18:58:21.778-04","//twitter.com/spillungone/statuses/658417341403955200",,TRUE
70,"1104311783169806380_184686875","instagram","post","cousincornbread","2015-10-26 08:57:24-04","2015-10-26 09:06:03.95-04","https://instagram.com/p/9TTbdFHVAs/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12145582_1653670714880774_1284664882_n.jpg",TRUE
39,"658417344960593900","twitter","tweet","HectorSux1","2015-10-25 18:58:22-04","2015-10-25 18:58:22.682-04","//twitter.com/HectorSux1/statuses/658417344960593920",,
40,"658417345401126900","twitter","tweet","FreedomJames71","2015-10-25 18:58:22-04","2015-10-25 18:58:22.744-04","//twitter.com/FreedomJames71/statuses/658417345401126913",,
41,"658417348429369300","twitter","tweet","HannahDobb","2015-10-25 18:58:23-04","2015-10-25 18:58:23.466-04","//twitter.com/HannahDobb/statuses/658417348429369345",,
43,"658417349465370600","twitter","tweet","NicolaWerritt","2015-10-25 18:58:23-04","2015-10-25 18:58:23.734-04","//twitter.com/NicolaWerritt/statuses/658417349465370624",,
44,"658417289495081000","twitter","retweet","aduanebrown","2015-10-25 18:58:09-04","2015-10-25 18:58:23.759-04","//twitter.com/aduanebrown/statuses/658417289495080960",,
80,"1104300407621931781_32962035","instagram","post","nebraska_libertarian","2015-10-26 08:34:48-04","2015-10-26 09:06:03.963-04","https://instagram.com/p/9TQ16xn9MF/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12093378_1503297929969388_1637927195_n.jpg",
1161,"273864989376427_1044687555627496","facebook","video","MSNBC","2015-11-01 17:00:22-05","2015-11-01 17:21:33.635-05","https://www.facebook.com/273864989376427_1044687555627496","https://external.xx.fbcdn.net/safe_image.php?d=AQCrvYCUVR0sXEvE&w=130&h=130&url=http%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2FMSNBC%2FComponents%2FVideo%2F__NEW%2F2015-11-01T15-05-18-9Z--1280x720.video_1067x600.jpg&cfs=1&sx=201&sy=0&sw=600&sh=600",
1186,"5550296508_10154189858636509","facebook","link","CNN","2015-11-03 01:16:39-05","2015-11-03 09:35:21.84-05","https://www.facebook.com/5550296508_10154189858636509","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDMo8BYJYkEhxnL&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLVJktYVwMgHuQ0jPF3izqtwQM0c21wUAxov-J574Q8aJq3GBJarQ-Of0XNWv4poBBNQHnAIztzJqPYtKcaxd2fTbsq5LQoxGUwNqowiwn_3ZqNYlK_Zgm7_aY5tpZzuvfg5vfwhnR16k39p5Nj13eQ&cfs=1",
45,"658317382457294800","twitter","retweet","jenilynn1001","2015-10-25 12:21:09-04","2015-10-25 18:58:25.105-04","//twitter.com/jenilynn1001/statuses/658317382457294848",,
24,"658416840599851000","twitter","retweet","CherylOfficial","2015-10-25 18:56:22-04","2015-10-25 18:58:18.678-04","//twitter.com/CherylOfficial/statuses/658416840599851008",,
52,"1104313341415341772_1579724686","instagram","post","toketime","2015-10-26 09:00:30-04","2015-10-26 09:06:03.937-04","https://instagram.com/p/9TTyITyT7M/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/c0.135.1080.1080/12145081_903891623031034_396144043_n.jpg",
3,"658020022267322400","twitter","retweet","Louis_Tomlinson","2015-10-24 16:39:33-04","2015-10-25 18:58:13.872-04","//twitter.com/Louis_Tomlinson/statuses/658020022267322368",,
1188,"5550296508_10154189593841509","facebook","link","CNN","2015-11-02 22:02:40-05","2015-11-03 09:35:21.841-05","https://www.facebook.com/5550296508_10154189593841509","https://external.xx.fbcdn.net/safe_image.php?d=AQBF4gZmy9kCnhX8&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F151030192506-barack-obama-october-27-2015-large-169.jpg&cfs=1&sx=95&sy=0&sw=259&sh=259",
1162,"273864989376427_1044678775628374","facebook","video","MSNBC","2015-11-01 16:40:12-05","2015-11-01 17:21:33.638-05","https://www.facebook.com/273864989376427_1044678775628374","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAWsWmIf3OpOj1n&w=130&h=130&url=http%3A%2F%2Fmedia1.s-nbcnews.com%2Fj%2FMSNBC%2FComponents%2FVideo%2F__NEW%2F2015-11-01T14-38-20-166Z--1280x720.video_1067x600.jpg&cfs=1&sx=467&sy=0&sw=600&sh=600",
1065,"10153375790658218_10153390056488218","facebook","comment","Jessica L Rose","2015-10-30 08:58:02-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390056488218",,
48,"1104314582228724396_2248575441","instagram","post","_raised_right_","2015-10-26 09:02:58-04","2015-10-26 09:06:03.936-04","https://instagram.com/p/9TUEL6Buqs/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12120333_932545200173597_13902644_n.jpg",TRUE
55,"1104309394932270215_2250281056","instagram","post","skeletonsocks","2015-10-26 08:52:40-04","2015-10-26 09:06:03.94-04","https://instagram.com/p/9TS4s3EISH/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12071107_1664144257204709_1379367774_n.jpg",
56,"1104312800165738276_14179844","instagram","post","hkhalifa","2015-10-26 08:59:25-04","2015-10-26 09:06:03.938-04","https://instagram.com/p/9TTqQOy7ck/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12106113_468598949995191_487873487_n.jpg",TRUE
58,"1104308422377816404_1926379943","instagram","post","terekhinsashaly","2015-10-26 08:50:44-04","2015-10-26 09:06:03.943-04","https://instagram.com/p/9TSqjGTUFU/","https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e15/12142028_1487151064759743_729184437_n.jpg",
59,"1104308170870495421_310649869","instagram","post","instinctive_poet","2015-10-26 08:50:14-04","2015-10-26 09:06:03.944-04","https://instagram.com/p/9TSm43TBi9/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12093675_174456559566003_1748689975_n.jpg",TRUE
60,"1104307027927463525_505831372","instagram","post","jonhodge73","2015-10-26 08:47:57-04","2015-10-26 09:06:03.945-04","https://instagram.com/p/9TSWQalXZl/","https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s150x150/e35/c18.0.370.370/10729433_1541655349458132_1997881249_n.jpg",TRUE
53,"1104308673664363820_263952410","instagram","post","whatspoppindotnet","2015-10-26 08:51:14-04","2015-10-26 09:06:03.941-04","https://instagram.com/p/9TSuNIJa0s/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12144024_520452648115293_2030063259_n.jpg",
61,"1104306227796313671_2017335832","instagram","post","pro_truth_anti_media","2015-10-26 08:46:22-04","2015-10-26 09:06:03.945-04","https://instagram.com/p/9TSKnPDQZH/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12142152_879262582170646_1178343928_n.jpg",TRUE
1056,"10153375790658218_10153390237343218","facebook","comment","Phyllis Nadeau Lemoine","2015-10-30 10:53:32-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390237343218",,
1066,"10153375790658218_10153390049663218","facebook","comment","Michelle Brown Saltamachia","2015-10-30 08:51:40-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390049663218",,
889,"5550296508_10154179178061509","facebook","link","CNN","2015-10-29 01:07:03-04","2015-10-29 01:08:03.343-04","https://www.facebook.com/5550296508_10154179178061509","https://external.xx.fbcdn.net/safe_image.php?d=AQBlgNL_gh-yBm9J&w=130&h=130&url=http%3A%2F%2Fprod.cdata.app.sprinklr.com%2FDAM%2F682%2Fhttp___i2.cdn.turner.com_cnnne-ec91d530-7bab-41f1-9a94-d0679376d925-1472635532_p.jpg&cfs=1&sx=92&sy=0&sw=404&sh=404&l",
54,"1104313229633076871_1262685718","instagram","post","anthony__t___","2015-10-26 09:00:17-04","2015-10-26 09:06:03.938-04","https://instagram.com/p/9TTwgNCz6H/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12145371_905799869475002_780503560_n.jpg",
62,"1104304517610248711_1977055293","instagram","post","lynettegarccia","2015-10-26 08:42:58-04","2015-10-26 09:06:03.946-04","https://instagram.com/p/9TRxugBJoH/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12107472_694843217284343_1657120597_n.jpg",TRUE
1057,"10153375790658218_10153390208883218","facebook","comment","Ashley Hartman Sumners","2015-10-30 10:45:42-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390208883218",,
79,"1104301962803339138_186242614","instagram","post","virgmacdonald","2015-10-26 08:37:54-04","2015-10-26 09:06:03.962-04","https://instagram.com/p/9TRMjJqN-C/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12141823_1652190881717829_1908869343_n.jpg",
1196,"5550296508_10154189296081509","facebook","link","CNN","2015-11-02 18:08:36-05","2015-11-03 09:35:21.847-05","https://www.facebook.com/5550296508_10154189296081509","https://external.xx.fbcdn.net/safe_image.php?d=AQDCuPK2yVpzxQ6I&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJ4e59rfAJdWvM-kQ0QHyMe5RjwF0hWZJ6iVVS2Wb5e0_N6RmzOwNUy4dDEFmhBXBpU-kXWX-lqkb4dM9AUOAZ6n14NkK32Z3yRTI2zSdv6v8NFyqnZC99ov7fGDB92MkkZAWCiBY5E2fErRUJ2RKAF&cfs=1&sx=180&sy=0&sw=259&sh=259",
1067,"10153375790658218_10153390091578218","facebook","comment","Debbie Parson Bryant","2015-10-30 09:20:53-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390091578218",,
1214,"273864989376427_1045261185570133","facebook","link","MSNBC","2015-11-02 19:00:46-05","2015-11-03 09:35:27.127-05","https://www.facebook.com/273864989376427_1045261185570133","https://external.xx.fbcdn.net/safe_image.php?d=AQBKnf18u6_7h01a&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2F2015-08-08t000447z_2108733133_gf20000017357_rtrmadp_3_usa-election-bush_0.jpg&cfs=1&sx=394&sy=0&sw=1400&sh=1400",
47,"1104310315892436311_1554421114","instagram","post","shonitkishore","2015-10-26 08:54:29-04","2015-10-26 09:06:03.94-04","https://instagram.com/p/9TTGGkkW1X/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12093732_914100842004686_1887927124_n.jpg",TRUE
63,"1104303004013115392_2143331613","instagram","post","smith_tomi","2015-10-26 08:39:58-04","2015-10-26 09:06:03.946-04","https://instagram.com/p/9TRbs2mTgA/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/11374462_1633749393514289_1981717175_n.jpg",
73,"1104308616396982427_46669017","instagram","post","mrbwilliam","2015-10-26 08:51:07-04","2015-10-26 09:06:03.952-04","https://instagram.com/p/9TStXyvsib/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12107467_948070591918880_463334473_n.jpg",
84,"1104297015629680013_225802146","instagram","post","snn_ssnnn","2015-10-26 08:28:04-04","2015-10-26 09:06:03.965-04","https://instagram.com/p/9TQEjvIY2N/","https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e35/12120347_825392884225149_768169799_n.jpg",
1058,"10153375790658218_10153390074763218","facebook","comment","Susan Carroll","2015-10-30 09:13:42-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390074763218",,
49,"1104315993192317153_1490805175","instagram","post","vigilant_watchman","2015-10-26 09:05:46-04","2015-10-26 09:06:03.934-04","https://instagram.com/p/9TUYt-AsDh/","https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/s150x150/e35/c140.0.360.360/10983649_1613490575581318_232110998_n.jpg",
50,"1104310749634120617_2105801425","instagram","post","leonardomkaren","2015-10-26 08:55:21-04","2015-10-26 09:06:03.939-04","https://instagram.com/p/9TTMahlkup/","https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e35/12070994_1474775129498311_943391916_n.jpg",
64,"1104302207800814721_263952410","instagram","post","whatspoppindotnet","2015-10-26 08:38:23-04","2015-10-26 09:06:03.946-04","https://instagram.com/p/9TRQHUpayB/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/11849283_852014704918925_1791467194_n.jpg",
66,"1104300043294788707_1411755562","instagram","post","trattoriaboccone","2015-10-26 08:34:05-04","2015-10-26 09:06:03.947-04","https://instagram.com/p/9TQwneCMxj/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/c160.0.640.640/12093354_923770887718156_661273773_n.jpg",TRUE
1198,"5550296508_10154189232351509","facebook","link","CNN","2015-11-02 17:24:55-05","2015-11-03 09:35:21.849-05","https://www.facebook.com/5550296508_10154189232351509","https://external.xx.fbcdn.net/safe_image.php?d=AQB6ByZdWeVH7SlS&w=130&h=130&url=http%3A%2F%2Fi2.cdn.turner.com%2Fcnnnext%2Fdam%2Fassets%2F141213175653-jt-barrett-large-169.jpg&cfs=1",
76,"1104304125446833827_1515054208","instagram","post","sniperrifle398","2015-10-26 08:42:11-04","2015-10-26 09:06:03.954-04","https://instagram.com/p/9TRsBRQcaj/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e15/12139839_1511269552521736_364163025_n.jpg",
1069,"10153375790658218_10153389999278218","facebook","comment","Penny Knollenberg","2015-10-30 08:07:25-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153389999278218",,
1059,"10153375790658218_10153390061343218","facebook","comment","Michelle R Simms-hindman","2015-10-30 09:03:17-04","2015-11-01 14:03:45.306-05","https://www.facebook.com/10153375790658218_10153390061343218",,
51,"1104311698135035254_263952410","instagram","post","whatspoppindotnet","2015-10-26 08:57:14-04","2015-10-26 09:06:03.939-04","https://instagram.com/p/9TTaN4pa12/","https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/s150x150/e35/10809745_1510180215964413_1141910844_n.jpg",
65,"1104300864028627912_725016363","instagram","post","blakapim","2015-10-26 08:35:43-04","2015-10-26 09:06:03.947-04","https://instagram.com/p/9TQ8j1lVPI/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/c1.0.317.317/12142444_187935751542923_701761364_n.jpg",
75,"1104306907812781418_217343126","instagram","post","dickersonam2","2015-10-26 08:47:43-04","2015-10-26 09:06:03.953-04","https://instagram.com/p/9TSUgjMN1q/","https://scontent.cdninstagram.com/hphotos-xfa1/t51.2885-15/s150x150/e35/12145031_1635203460085569_1854343286_n.jpg",
85,"1104295477630144574_721948523","instagram","post","sabreebops","2015-10-26 08:25:01-04","2015-10-26 09:06:03.966-04","https://instagram.com/p/9TPuLXNxA-/","https://scontent.cdninstagram.com/hphotos-xaf1/t51.2885-15/s150x150/e35/12135189_1679426425627558_1574309303_n.jpg",
1213,"273864989376427_1045273018902283","facebook","link","MSNBC","2015-11-02 19:30:23-05","2015-11-03 09:35:27.126-05","https://www.facebook.com/273864989376427_1045273018902283","https://external.xx.fbcdn.net/safe_image.php?d=AQCxHZfH2X08mx8K&w=130&h=130&url=http%3A%2F%2Fwww.msnbc.com%2Fsites%2Fmsnbc%2Ffiles%2Frtx1tqd8.jpg&cfs=1&sx=0&sy=0&sw=1400&sh=1400",
